Moisture (14%) ,Foreign Matter (0.5%),Broken (15%),Red & Chalky grains (7%),Damaged Grain (2%),Discolored grain(2%),Mixed ( lower class) (10%) (Other Grain),Final Value,Grade
13.2,0.3,11.9,3.1,1.2,1.5,9.1,8.199,B
13.2,0.2,14.9,4.3,1.6,1.4,8.1,8.583,B
13.1,0.4,14.6,4.6,1.3,1.5,8.1,8.55,B
13.7,0.2,13.7,4.1,0.8,1.6,8.9,8.659,B
13.2,0.2,14.2,3.7,0.9,1.2,9.1,8.421,B
14,0.2,12.3,3.8,0.3,1.3,9.3,8.606,B
13.2,0.1,13.4,4.3,1.5,1.2,9.1,8.399,B
13.4,0.3,13.8,4.9,1.6,1.8,8.4,8.651,B
13.3,0.2,14.7,4.9,1.4,1.2,7.7,8.635,B
13.2,0.3,14.2,3.3,1.3,1.7,8.4,8.457,B
13.5,0.1,13.2,3.1,1.8,1.9,9.1,8.491,B
13.4,0.4,14.8,4.9,1,1.2,9.2,8.711,C
13.3,0.1,14.8,2.8,0.9,1.4,8.9,8.456,B
13.3,0.2,14.6,3.4,0.4,1.5,9.6,8.472,B
13.1,0.2,13.3,4.5,0.3,1.2,7.7,8.301,B
13.2,0.2,13.8,3.8,0.9,1.1,9.1,8.384,B
12.2,0.3,14.2,4.9,1.4,1,9.2,8.047,B
13.9,0.4,10.8,4.5,1.6,1.3,8.9,8.573,B
12.5,0.2,14.2,5.9,1.6,1.2,9.6,8.267,B
13.8,0.1,12.3,2.7,1.4,1.8,9.2,8.495,B
13.9,0.4,12.9,2.8,1.5,1.3,9.1,8.658,B
14,0.1,14.3,3.3,1.6,1.5,8.7,8.837,C
12.4,0.1,14.2,3.9,0.8,1.6,8.7,8.025,B
14,0.2,14.7,3.5,1.2,1.4,9.2,8.883,C
13.6,0.3,14.2,5.2,1.8,1.1,8.7,8.796,C
13.9,0.2,13.2,5.8,1.5,1.6,8.1,8.87,C
12.5,0.3,14.8,5.2,1.3,1.6,4.6,8.296,B
11.9,0.2,14.8,2.8,1.5,1.5,4.6,7.816,A
13.6,0.3,14.6,3.2,1.6,1.9,8.2,8.716,C
13.6,0.3,13.3,4.5,1.4,1.5,7.7,8.649,B
12.9,0.2,13.8,3.4,1.1,1.3,9.1,8.226,B
13.5,0.3,14.2,3.9,1.6,1.6,9.2,8.663,B
14,0.3,10.8,3.5,1.6,1.7,8.9,8.549,B
13.6,0.2,14.2,4.5,1.5,1.6,9.6,8.729,C
13.2,0.2,12.3,3.5,1.9,1.6,9.1,8.293,B
13.5,0.3,12.9,3.2,1.5,1.8,8.7,8.486,B
13.5,0.3,14.3,3.2,1.3,1.5,8.7,8.602,B
13.1,0.2,14.2,3.2,1.4,1.3,6.8,8.37,B
13.9,0.3,13.9,4.9,1.7,1.9,8.1,8.921,C
13,0.2,13.3,3.5,1.6,1.4,7.4,8.267,B
13.8,0.2,12.7,3.9,1.6,1.2,6.2,8.627,B
13,0.2,12.8,3.6,1.9,1.6,6.1,8.25,B
13.8,0.3,13.9,3.3,1.5,1.2,7.3,8.719,C
13,0.3,14.9,3.2,1.3,1,5.6,8.392,B
13.9,0.2,13.6,3.5,1.9,1.2,7.9,8.757,C
13.5,0.3,13.2,3.1,1.4,1.6,6.3,8.495,B
13.9,0.2,14.9,2.8,1.2,1.6,9.6,8.812,C
13,0.3,14.9,3.6,1.6,1.2,9.1,8.446,B
13.8,0.2,12.3,3.5,1.2,1.8,9.3,8.559,B
12.7,0.3,14.8,3.6,0.4,1.8,9.3,8.238,B
13.8,0.4,13.5,3.2,1.2,1.6,9.1,8.69,C
12.8,0.3,12.5,3.1,0.3,1.3,8.1,7.997,B
13.8,0.2,12.3,4.3,1.6,1.4,8.1,8.623,B
13,0.1,12.4,2.8,1.2,1.5,8.9,8.088,B
13.8,0.3,12.8,3.6,1.8,1.2,9.6,8.648,B
12,0.2,10.6,2.5,1.8,1.3,9.1,7.435,A
13,0.4,12.6,1.9,1.6,1.1,9.3,8.113,B
13.1,0.5,13.7,2.5,1.3,1.1,9.3,8.317,B
12.9,0.2,13.6,3.2,1.4,1.6,9.1,8.222,B
13,0.4,14.6,4.8,1.5,1.5,8.1,8.526,B
12.6,0.3,13.6,4.4,1.2,1.4,8.1,8.156,B
12.6,0.1,13.5,3.6,1.3,1.8,8.9,8.072,B
12,0.5,10.2,4.5,1.1,1.9,9.1,7.577,A
13,0.4,14.9,4.6,1.1,1.5,9.3,8.518,B
13.9,0.2,14.9,4.8,1.6,1.2,9.1,8.96,C
13,0.3,14.6,4.1,1.5,1.6,8.4,8.461,B
13.3,0.3,13.7,4.2,1.4,1.6,7.7,8.522,B
13.3,0.1,14.2,4.1,1.8,1.2,8.4,8.533,B
13.1,0.3,14.6,5.1,1.9,1.3,9.1,8.593,B
13.8,0.2,13.6,5.1,1.5,1.4,9.2,8.803,C
13,0.2,13.5,5.1,1.2,1.5,8.9,8.379,B
13.4,0.1,10.2,5.2,1.6,1.2,9.6,8.248,B
13,0.2,14.9,5.8,1.6,1.2,7.7,8.58,B
12.7,0.1,14.9,5.2,1.2,1.6,9.1,8.36,B
12.8,0.1,14.6,5.2,1.3,1.4,9.2,8.378,B
13,0.2,13.7,5.6,1.4,1.5,8.9,8.446,B
13.8,0.3,14.2,5.3,1.5,1.3,9.6,8.893,C
12,0.2,14.7,5.4,1.2,1.4,9.2,8.016,B
13.1,0.3,14.2,5.6,1.2,1.2,9.1,8.542,B
12.6,0.2,13.2,3.2,1.6,1.6,8.7,8.044,B
12.4,0.3,14.8,3.1,1.4,1.6,8.7,8.105,B
12.5,0.3,14.8,3.8,1.5,1.3,9.2,8.198,B
13.6,0.2,14.6,3.8,1.3,1.2,8.7,8.692,C
13.2,0.3,13.3,3.8,1.4,1.4,8.1,8.396,B
13.6,0.3,13.8,3.8,0.2,1.2,4.6,8.566,B
14,0.2,14.2,3.1,1.6,1.5,4.6,8.833,C
12.9,0.2,10.8,4.3,1.6,1.9,9.1,8.043,B
13.2,0.3,14.2,4.6,1.3,1.4,8.7,8.536,B
12.9,0.3,12.3,4.1,1.2,1.5,8.7,8.159,B
13.5,0.2,12.9,3.7,1.4,1.2,6.8,8.471,B
12.5,0.3,14.3,3.8,1.2,1.5,8.1,8.138,B
13.8,0.2,14.2,4.3,1.5,1.4,7.4,8.807,C
14,0.2,14.7,3.9,1.9,1.5,6.2,8.957,C
12.5,0.2,14.2,4.3,1.4,1.6,6.1,8.159,B
12.4,0.3,13.2,4.4,1.5,1.2,7.3,8.026,B
13.6,0.3,14.8,3.7,1.2,1.3,5.6,8.723,C
13.2,0.2,14.8,3.5,1.5,1.2,7.9,8.503,B
13.2,0.3,14.6,4.7,1.4,1.8,6.3,8.605,B
13.5,0.2,13.3,4.1,1.5,1.2,9.6,8.545,B
12.5,0.3,13.8,5.2,1.6,1.7,9.1,8.218,B
12,0.2,14.2,5.8,1.2,1.9,9.3,8.014,B
14,0.3,10.8,3.2,1.3,1.2,9.3,8.49,B
13.1,0.4,14.2,3.5,1.2,1.4,9.1,8.423,B
13.1,0.5,12.3,5.2,1.8,1.5,8.1,8.412,B
12,0.5,12.9,3.2,1.2,1.2,8.1,7.734,A
12.3,0.5,14.3,2.8,1.7,1.1,8.9,8.022,B
12.3,0.3,14.2,4.5,1.9,1,9.6,8.099,B
12.7,0.2,13.9,4.2,1.2,1.3,9.1,8.198,B
12.4,0.5,13.3,3.8,1.4,1.2,9.3,8.028,B
12.5,0.5,12.7,5.4,1.5,1.3,9.3,8.14,B
13,0.4,12.8,5.7,1.2,1.9,9.1,8.407,B
12.3,0.1,13.9,5.6,0.9,1.4,8.1,8.062,B
14,0.4,14.9,5.2,0.6,1.9,8.1,9.046,C
12.9,0.2,13.6,5.6,1.3,1.5,8.9,8.38,B
12.2,0.3,13.2,5.2,1.2,1.9,9.1,7.992,B
13.1,0.3,14.9,5.1,1.3,1.3,9.3,8.587,B
12.5,0.1,12.8,4.9,0.9,1.5,9.1,8.007,B
12.9,0.3,12.3,5.1,0.4,1.4,8.4,8.177,B
12.3,0.2,14.8,4.8,1.9,1.6,7.7,8.184,B
12.8,0.2,13.5,5.1,0.5,1.5,8.4,8.237,B
12.9,0.1,12.5,4.3,1.9,1.7,9.1,8.203,B
12.7,0.1,14.9,5.9,1.3,1.2,9.2,8.399,B
13.8,0.2,12.4,4.1,1.5,1.6,8.9,8.621,B
12.9,0.2,12.8,5.6,1.4,1.3,9.6,8.298,B
12.5,0.1,10.6,4.8,1.6,1.8,7.7,7.834,B
12.7,0.3,12.6,5.9,1.5,1.9,9.1,8.249,B
12.7,0.3,13.7,4.3,0.7,1.3,9.2,8.175,B
13.1,0.3,13.6,5.7,1.2,1.5,8.9,8.501,B
13,0.3,14.6,4.5,1.6,1.6,9.6,8.495,B
12.5,0.2,13.6,3.8,1.3,1.4,9.2,8.05,B
11.6,0.2,13.5,4.3,0.8,1.3,9.1,7.591,A
11.7,0.1,10.2,4.6,0.9,1.8,8.9,7.338,A
12.5,0.3,14.9,4.1,0.3,1.9,8.5,8.181,B
12.5,0.2,14.9,3.7,1.5,1.9,9.3,8.205,B
12.5,0.4,14.6,3.8,1.6,1.8,8.5,8.224,B
12.7,0.2,13.7,4.1,1.4,1.6,9.1,8.195,B
12.3,0.2,14.2,4.3,1.3,1.9,9.1,8.065,B
12.5,0.2,12.3,3.9,1.8,1.8,9.1,7.973,B
12.8,0.1,13.4,4.3,1.6,1.6,8.1,8.221,B
13,0.3,13.8,4.1,0.9,1.6,9.1,8.345,B
10.8,0.2,14.7,4.3,0.4,1.4,8.9,7.291,A
11.3,0.3,14.2,3.7,0.3,1.5,9.1,7.467,A
10.8,0.1,13.2,5.4,0.9,1.6,9.6,7.236,A
12.2,0.4,14.8,4.2,0.4,0.8,9.5,8.01,B
12.8,0.1,14.8,4.9,1.6,1.2,9.6,8.387,B
12.2,0.2,14.6,4.5,1.6,1.8,9.4,8.083,B
12.5,0.2,13.3,4.6,1.4,1.5,9.6,8.086,B
12.9,0.2,13.8,4.4,1.5,1.3,9.1,8.32,B
12,0.3,14.2,5.3,1.6,1.5,9.3,8.007,B
12.2,0.4,10.8,5.9,0.8,1.6,9.3,7.785,A
11.8,0.2,14.2,5.7,1.2,1.4,9.1,7.887,B
11.8,0.1,12.3,4.3,1.9,1.1,8.1,7.609,A
11.6,0.4,12.9,5.8,0.5,1.6,8.1,7.67,A
12.8,0.1,14.3,3.9,1.9,1.6,8.9,8.301,B
11.6,0.1,14.2,4.3,0,1.5,9.1,7.601,A
13.8,0.1,14.9,4.9,1.5,1.9,9.1,8.919,C
13.1,0.5,14.6,4.9,1.4,1.5,8.7,8.597,B
13.9,0.5,13.7,3.3,1.6,1.3,8.4,8.799,C
13,0.2,14.2,3.1,1.5,1.4,7.7,8.323,B
13.3,0.3,13.2,4.9,0.7,1.7,9.1,8.483,B
13.3,0.2,13.4,2.8,1.2,1.6,9.2,8.362,B
13.1,0.2,13.8,3.4,1.6,1.6,8.9,8.368,B
13.8,0.2,14.7,4.5,1.3,1.9,9.6,8.879,C
13,0.4,14.2,3.8,0.8,1.5,9.1,8.374,B
12.9,0.1,13.2,4.9,0.9,1.3,8.7,8.239,B
13,0.4,14.8,4.5,0.3,1.9,8.7,8.469,B
12.7,0.3,14.8,5.9,1.5,1.4,6.8,8.449,B
12.8,0.1,14.6,2.7,1.6,1.2,8.1,8.213,B
13,0.1,13.3,2.8,1.4,1.6,7.4,8.194,B
13.8,0.3,13.8,3.3,1.3,1.2,6.2,8.697,C
12.6,0.1,12.5,3.9,1.8,1.8,6.1,8.023,B
13.1,0.2,10.8,3.5,1.1,1.2,7.3,8.029,B
12.6,0.4,14.2,5.2,0.9,1.9,5.6,8.294,B
12.4,0.1,12.3,5.8,0.4,1.8,7.9,7.952,B
13.2,0.1,12.9,5.2,0.3,1.5,6.3,8.352,B
13.2,0.5,14.3,2.8,0.9,1.2,9.6,8.428,B
13.1,0.3,12.9,3.2,0.4,1.6,9.1,8.212,B
13.7,0.2,14.2,4.5,1.6,1.4,9.3,8.777,C
13.2,0.2,13.5,3.4,1.6,1.5,9.3,8.384,B
13.2,0.5,13.6,3.9,1.4,1.5,9.1,8.477,B
13.2,0.3,12.9,3.5,1.5,1.2,8.1,8.333,B
13.4,0.1,12.4,4.5,1.6,1.6,8.1,8.435,B
13.3,0.1,12.8,3.5,0.8,1.4,8.9,8.299,B
13.2,0.3,10.6,3.2,1.2,1.6,9.6,8.08,B
13.5,0.1,12.6,3.2,1.8,1.6,9.1,8.426,B
13.4,0.2,13.7,3.2,1.5,1.6,9.3,8.488,B
13.3,0.4,13.6,4.9,1.3,1.9,9.3,8.587,B
13.3,0.1,14.6,3.5,1.5,2,9.1,8.545,B
13.1,0.1,13.6,3.9,1.6,1.8,8.1,8.371,B
13.2,0.5,13.5,3.6,1.4,1.8,8.1,8.458,B
12.2,0.3,10.2,3.3,1.1,1.4,8.9,7.533,A
13.9,0.2,11.9,3.2,1.6,1.8,9.1,8.572,B
12.5,0.2,14.9,3.5,1.6,1.8,9.3,8.193,B
13.8,0.5,14.6,3.1,1.5,1.5,9.1,8.827,C
13.9,0.2,13.7,2.8,1.9,1.6,8.4,8.734,C
14,0.2,14.2,3.6,1.5,1.5,7.7,8.862,C
12.4,0.1,12.3,3.5,1.3,1.3,8.4,7.825,A
14,0.1,13.4,3.6,1.4,1.3,9.1,8.748,C
14,0.2,13.8,3.2,1.7,1.3,9.2,8.798,C
13.9,0.1,14.7,3.1,1.6,1,8.9,8.793,C
12.5,0.2,14.2,4.3,1.6,1.2,9.6,8.155,B
11.9,0.1,13.2,2.8,1.9,1.2,7.7,7.648,A
13.6,0.1,14.8,3.6,1.5,1.2,9.1,8.69,C
13.6,0.2,14.8,2.5,1.3,1,9.2,8.613,B
12.9,0.2,14.6,1.9,1.9,1.4,8.9,8.253,B
13.5,0.3,13.3,2.5,1.4,1.6,9.6,8.463,B
14,0.1,13.8,3.1,1.2,1.2,9.2,8.737,C
13.6,0.1,14.2,2.8,1.6,1.5,9.1,8.592,B
13.2,0.2,10.8,3.6,1.2,1.2,8.7,8.092,B
13.5,0,14.2,5.6,1.2,1.3,8.7,8.686,C
13.5,0.1,12.3,5.3,1.2,1.4,9.2,8.499,B
13.1,0.1,12.9,5.4,0.3,1.5,8.7,8.316,B
13.9,0.1,14.3,5.6,1.6,1.7,8.1,8.956,C
13,0.2,14.2,3.2,1.2,1.6,4.6,8.32,B
13.8,0.1,13.7,3.1,1.8,1.6,4.6,8.679,C
13,0,12.4,3.8,1.8,1.6,8.2,8.178,B
13.8,0.1,14.6,3.8,1.6,1.9,7.7,8.818,C
13,0.2,13.6,3.8,1.3,1.8,9.1,8.316,B
13.9,0.4,13.5,3.8,1.4,1.8,9.2,8.802,C
12.9,0.2,12.9,3.1,1.5,1.4,8.9,8.143,B
13.9,0.3,12.4,4.3,1.2,1.8,9.6,8.695,C
13,0.3,14.9,4.6,1.3,1.8,9.1,8.522,B
13.8,0.4,14.6,4.1,1.1,1.5,8.7,8.853,C
12.7,0.2,13.7,3.7,1.1,1.6,8.7,8.149,B
13.8,0.3,14.2,3.8,1.6,1.5,6.8,8.802,C
12.8,0.3,13.2,4.3,1.5,1.8,8.1,8.243,B
13.8,0.1,13.4,3.9,1.4,1.8,7.4,8.689,C
13,0.3,13.8,4.3,1.8,1.4,6.2,8.405,B
13.8,0.2,14.7,4.4,1.9,1.8,6.1,8.904,C
12,0.2,14.2,3.7,1.5,1.8,7.3,7.881,B
13,0.1,13.2,3.5,1.2,1.5,5.6,8.217,B
13.1,0.1,14.8,4.7,1.6,1.6,7.9,8.539,B
12.9,0.2,14.8,4.1,1.6,1.5,6.3,8.413,B
12.3,0.2,14.6,5.2,1.2,1.8,9.6,8.158,B
12.6,0.1,13.3,5.8,1.3,1.8,9.1,8.206,B
12.6,0.3,13.8,3.2,1.4,1.3,9.3,8.1,B
12,0.3,12.5,3.5,1.5,1,9.3,7.685,A
13,0.3,10.8,5.2,1.5,1.2,9.1,8.142,B
13.9,0.3,14.2,3.2,1.2,1.2,8.1,8.774,C
13,0.2,12.3,2.8,0.9,1.2,8.1,8.068,B
13.3,0.2,12.9,4.5,0.3,1.2,8.9,8.361,B
13.3,0.1,14.3,4.2,1.3,1.5,9.6,8.532,B
13.1,0.3,14.9,3.8,1.2,1.4,9.1,8.494,B
13.8,0.2,14.2,5.4,1.3,1.2,9.3,8.864,C
13,0.4,13.5,5.7,0.9,1.2,9.3,8.431,B
12.9,0.2,13.6,5.6,0.4,1.2,9.1,8.314,B
13,0.2,13.9,5.2,1.9,1.9,8.1,8.484,B
12.7,0.2,12.4,5.6,0.5,1.4,8.1,8.108,B
13.9,0.1,12.8,5.2,1.9,1.2,8.9,8.776,C
13,0.3,10.6,5.1,1.3,1.6,9.1,8.119,B
13.8,0.2,12.6,4.9,1.5,1.2,9.3,8.681,C
12,0.3,13.7,5.1,1.4,1.5,9.1,7.931,B
13.1,0.1,13.6,4.8,1.6,1.2,8.4,8.41,B
12.6,0.4,14.6,5.1,1.5,1.5,7.7,8.347,B
12.4,0.1,13.6,4.3,0.7,1.3,8.4,7.975,B
13.2,0.2,13.5,5.9,1.2,1.2,9.1,8.523,B
13.2,0.2,10.2,4.1,1.6,1.8,9.2,8.115,B
13.1,0.2,14.8,5.6,1.3,1.5,8.9,8.6,B
13.8,0.3,13.2,4.8,0.8,1.3,9.6,8.716,C
13.2,0.4,14.6,5.9,0.9,1.5,7.7,8.667,C
13.2,0.2,13.7,4.3,0.3,1.6,9.1,8.393,B
13.2,0.1,14.2,5.7,1.5,1.4,9.2,8.585,B
13.4,0.4,12.3,4.5,1.6,1.1,8.9,8.465,B
13.3,0.1,13.4,3.8,1.4,1.6,9.6,8.424,B
13.2,0.1,13.8,4.3,1.3,1.6,9.2,8.443,B
13.5,0.1,14.7,4.6,1.8,1.5,9.1,8.73,C
13.4,0.5,14.2,4.1,1.6,1.9,8.7,8.679,C
13.3,0.5,13.2,3.7,0.9,1.5,8.7,8.443,B
13.3,0.2,14.8,3.8,0.4,1.3,9.2,8.512,B
13.1,0.3,14.8,4.1,0.3,1.4,8.7,8.451,B
14,0.2,14.6,4.3,0.9,1.7,8.1,8.923,C
12.2,0.2,13.3,3.9,0.4,1.6,4.6,7.831,A
13.9,0.2,13.8,4.3,1.6,1.6,4.6,8.831,C
12.5,0.4,14.2,4.1,1.6,1.9,9.1,8.209,B
13.8,0.1,10.8,4.3,1.4,1.5,8.7,8.445,B
13.9,0.5,14.2,3.7,1.5,1.3,8.7,8.871,C
14,0.3,12.3,5.4,1.6,1.9,6.8,8.84,C
12.4,0.1,12.9,4.2,0.8,1.4,8.1,7.908,B
14,0.1,14.3,4.9,1.2,1.2,7.4,8.913,C
12.9,0.3,14.2,4.5,1.9,1.6,6.2,8.423,B
13.9,0.1,13.9,4.6,0.5,1.2,6.1,8.76,C
12.5,0.2,13.3,4.4,1.9,1.4,7.3,8.098,B
11.9,0.4,12.7,5.3,1.3,1.2,5.6,7.797,A
13.6,0.1,12.8,5.9,1.5,0.3,7.9,8.615,B
13.6,0.1,13.7,5.7,1.4,1.6,6.3,8.737,C
12.9,0.5,13.6,4.3,1.6,1.2,9.6,8.355,B
13.5,0.3,14.6,5.8,1.5,1.8,9.1,8.838,C
14,0.2,13.6,3.9,0.7,1.8,9.3,8.787,C
13.6,0.2,13.5,4.3,1.2,1.6,9.3,8.627,B
13.2,0.1,10.2,4.9,1.6,1.3,9.1,8.131,B
13.5,0.1,14.9,4.9,1.3,1.4,8.1,8.737,C
13.5,0.1,14.9,3.3,0.8,1.5,8.1,8.599,B
13.1,0.2,14.6,3.1,0.9,1.2,8.9,8.369,B
13.9,0.1,13.7,4.9,0.3,1.3,9.6,8.753,C
13,0.1,14.2,2.8,1.5,1.1,9.1,8.27,B
13.8,0.1,12.3,3.4,1.6,1.1,9.3,8.528,B
13,0.2,13.4,4.5,1.4,1.6,9.3,8.343,B
13.8,0.1,13.8,3.8,1.3,1.5,9.1,8.704,C
13,0.2,14.7,4.5,1.8,1.4,8.1,8.489,B
13.9,0.1,14.2,3.4,1.1,1.8,8.1,8.766,C
12.9,0.2,13.2,3.9,0.9,1.9,8.9,8.213,B
13.9,0.4,14.8,3.5,0.4,1.5,9.1,8.839,C
12,0.2,14.8,4.5,0.3,1.2,9.3,7.901,B
14,0.3,14.6,3.5,0.9,1.6,9.1,8.883,C
13.1,0.3,13.3,3.2,0.4,1.6,8.4,8.252,B
13.3,0.4,13.8,3.2,1.6,1.2,7.7,8.478,B
13.1,0.2,14.2,3.2,1.6,1.3,8.4,8.382,B
13.2,0.3,10.8,4.9,1.4,1.4,9.1,8.223,B
13.1,0.3,14.2,3.5,1.5,1.5,9.2,8.425,B
13,0.1,12.3,3.9,1.6,1.2,8.9,8.167,B
12.9,0.3,12.9,3.6,0.8,1.2,9.6,8.148,B
12,0.2,14.3,3.3,1.2,1.6,7.7,7.837,B
12.5,0.2,14.2,3.2,1.8,1.4,9.1,8.098,B
12,0.1,14.9,3.5,1.5,1.5,9.2,7.905,B
13.1,0.1,14.6,3.1,1.3,1.3,8.9,8.377,B
12.3,0.2,13.7,2.8,1.5,1.4,9.6,7.902,B
12.3,0.2,14.2,3.6,1.6,1.2,9.2,8.006,B
12.4,0.1,13.2,3.5,1.4,1.6,9.1,7.933,B
12.7,0.3,13.4,3.6,1.1,1.6,8.7,8.132,B
12.4,0.3,13.8,3.2,1.6,1.3,8.7,8.012,B
12.4,0.3,14.7,3.1,1.6,1.2,9.2,8.091,B
12.6,0.3,14.2,4.3,1.5,1.4,8.7,8.227,B
12.5,0.2,13.2,2.8,1.9,1.2,8.1,7.968,B
12.7,0.2,14.8,3.6,1.5,1.5,4.6,8.272,B
13.4,0.1,14.8,2.5,1.3,1.9,4.6,8.529,B
12.7,0.3,14.6,1.9,1.4,1.4,8.2,8.143,B
13.1,0.2,13.3,2.5,1.7,1.5,7.7,8.257,B
12.3,0.4,13.8,3.2,1.6,1.2,9.1,7.978,B
12.7,0.2,12.5,4.8,1.6,1.5,9.2,8.132,B
12.9,0.2,10.8,4.4,1.9,1.4,8.9,8.048,B
13.9,0.2,14.2,3.6,1.5,1.8,9.6,8.824,C
14,0.1,12.3,4.5,1.3,1.6,9.1,8.707,C
12.8,0.3,12.9,4.6,1.4,1.2,8.7,8.204,B
13.2,0.2,14.2,4.2,1.3,1.3,6.9,8.484,B
12.928575,0.223,13.5281,4.1516,1.3517,1.3714,8.0605,8.2882675,B
